order_item_id,order_id,product_id,quantity,unit_price,cost_price
179,75,199,2,175.34,138.04
180,76,82,3,188.09,115.29
181,76,108,2,55.3,37.89
182,76,73,2,25.67,17.91
183,76,90,3,170.14,108.48
184,77,18,3,147.25,88.92
185,78,48,3,60.33,38.53
186,78,54,3,160.43,96.57
187,78,95,3,15.85,11.96
188,78,93,2,142.38,114.94
189,79,30,1,65.43,50.15
190,79,158,3,74.36,59.05
191,79,63,2,143.91,100.15
192,79,55,3,39.6,29.01
193,80,92,1,96.86,77.95
194,80,149,3,91.84,75.89
195,80,185,1,45.86,32.97
196,80,107,1,102.55,77.18
197,81,73,3,25.09,17.91
198,81,13,1,84.43,65.7
199,81,22,2,142.88,110.28
200,82,166,2,157.31,114.79
201,82,26,1,16.01,11.58
202,82,46,1,153.68,100.02
203,83,132,1,152.03,101.25
204,83,61,1,60.82,36.2
205,84,62,2,179.76,146.41
206,84,42,3,17.59,12.49
207,85,193,3,156.81,115.01
208,86,193,1,165.78,115.01
209,86,79,3,183.72,130.42
210,86,61,2,58.37,36.2
211,86,167,2,161.78,106.43
212,87,21,1,75.61,61.53
213,87,102,1,191.92,124.89
214,88,147,3,141.67,97.51
215,88,86,3,177.91,123.9
216,89,23,3,65.01,54.47
217,89,167,1,168.19,106.43
218,89,120,1,99.16,61.08
219,90,89,1,132.75,84.44
220,91,130,2,52.95,34.4
221,92,160,2,17.21,10.37
222,92,114,1,129.4,86.45
223,93,38,3,113.88,93.56
224,93,56,1,56.51,34.02
225,93,11,1,143.96,111.76
226,93,124,2,189.86,144.38
227,94,139,2,192.62,139.93
228,94,136,2,99.12,72.51
229,95,156,3,123.68,93.79
230,95,70,2,160.17,120.36
231,95,16,1,74.47,57.59
232,95,7,2,93.65,69.57
233,96,7,2,95.55,69.57
234,96,74,2,125.68,81.2
235,96,9,3,144.19,104.72
236,97,158,2,73.82,59.05
237,97,112,3,194.19,122.82
238,97,93,1,149.26,114.94
239,97,94,2,162.01,112.96
240,98,114,1,136.91,86.45
241,98,184,2,142.39,89.94
242,98,161,3,19.57,13.67
243,99,141,1,31.28,21.26
244,100,13,1,83.55,65.7
245,101,60,3,195.34,126.61
246,101,164,3,65.76,47.14
247,101,73,1,25.45,17.91
248,101,175,1,197.77,121.35
249,102,68,1,189.97,125.85
250,103,142,3,115.09,86.47
251,103,88,1,179.73,131.18
252,104,29,2,111.82,71.2
253,105,29,1,120.57,71.2
254,105,115,2,68.77,49.07
255,105,109,2,139.92,106.32
256,105,3,2,115.83,74.75
257,106,128,3,170.57,120.44
258,106,69,2,112.31,71.32
259,106,140,1,184.51,129.26
260,106,167,3,158.81,106.43
261,107,104,3,186.19,143.36
262,107,78,1,42.26,29.69
263,107,174,2,16.81,12.75
264,108,59,2,60.13,43.13
265,108,141,3,29.64,21.26
266,108,137,2,123.5,90.4
267,108,199,1,188.28,138.04
268,109,118,1,82.29,61.04
269,109,125,3,73.07,51.74
270,109,106,3,29.67,22.48
271,109,57,3,110.61,70.84
272,110,125,2,72.39,51.74
273,110,185,1,47.98,32.97
274,110,45,3,82.58,67.54
275,110,100,3,184.29,130.28
276,111,168,2,187.25,119.45
277,111,129,1,148.98,107.37
278,112,51,1,158.64,106.79
279,112,16,1,71.75,57.59
280,112,17,2,70.77,53.91
281,112,9,3,150.57,104.72
282,113,70,3,162.42,120.36
283,113,29,1,112.47,71.2
284,113,147,2,140.32,97.51
285,114,147,2,137.19,97.51
286,115,67,3,128.16,75.27
287,116,50,1,51.56,35.74
288,117,125,2,75.59,51.74
289,117,178,1,100.95,68.08
290,118,173,2,60.03,45.71
291,118,55,3,40.12,29.01
292,119,44,2,88.05,63.28
293,119,29,1,114.14,71.2
294,119,14,2,101.87,72.48
295,119,13,3,88.7,65.7
296,120,168,1,190.85,119.45
297,120,124,1,189.79,144.38
298,120,102,2,204.23,124.89
299,121,89,1,131.7,84.44
300,121,47,3,20.31,15.34
301,121,2,1,82.63,59.03
302,121,145,1,190.3,131.91
303,122,5,3,162.0,100.15
304,122,178,3,98.03,68.08
305,122,141,1,31.1,21.26
306,123,77,3,17.93,13.43
307,123,122,1,109.57,83.6
308,124,79,3,177.81,130.42
309,124,171,1,17.46,10.82
310,124,59,2,61.73,43.13
311,125,135,3,35.65,27.64
312,126,116,1,158.16,106.14
313,126,169,3,61.18,47.45
314,127,121,2,90.62,71.86
315,127,147,3,145.67,97.51
316,127,47,1,20.32,15.34
317,128,21,2,74.82,61.53
318,129,33,2,83.63,54.09
319,129,69,2,110.07,71.32
320,129,91,1,146.85,93.37
321,130,147,2,140.97,97.51
322,130,109,2,140.35,106.32
323,130,35,2,192.83,134.5
324,131,82,3,197.13,115.29
325,132,137,1,122.86,90.4
326,132,114,1,126.3,86.45
327,132,5,3,158.89,100.15
328,132,79,3,186.12,130.42
329,133,140,3,198.75,129.26
330,133,89,3,142.49,84.44
331,133,127,2,64.08,51.54
332,133,71,3,99.18,82.25
333,134,100,1,174.45,130.28
334,135,170,3,86.33,64.04
335,135,16,2,75.92,57.59
336,136,200,1,32.13,20.9
337,137,67,1,120.25,75.27
338,138,20,1,114.21,84.35
339,139,23,1,68.67,54.47
340,139,102,2,205.76,124.89
341,140,108,2,54.58,37.89
342,141,199,2,172.75,138.04
343,142,126,2,87.4,71.92
344,143,117,2,68.53,45.88
345,143,1,1,188.39,119.35
346,143,133,1,23.88,14.86
347,143,63,3,145.77,100.15
348,144,143,2,93.64,62.6
349,145,50,3,50.32,35.74
350,146,140,1,185.21,129.26
351,147,113,1,33.48,25.07
352,147,100,3,173.3,130.28
353,148,26,1,14.82,11.58
354,149,58,1,69.8,46.42
355,149,117,2,68.19,45.88
356,149,57,2,110.41,70.84
357,149,63,1,150.81,100.15
358,150,126,3,88.96,71.92
359,150,146,2,170.51,127.34
360,151,148,3,143.33,99.97
361,152,61,1,61.9,36.2
362,152,163,1,98.97,73.71
363,152,13,2,87.37,65.7
364,152,45,3,83.12,67.54
365,153,26,3,15.03,11.58
366,153,97,1,164.02,116.93
367,154,26,1,15.92,11.58
368,154,185,3,46.05,32.97
369,154,174,3,15.4,12.75
370,154,127,3,68.84,51.54
371,155,137,2,124.31,90.4
372,155,50,1,53.04,35.74
373,155,158,2,76.58,59.05
374,156,143,3,94.66,62.6
375,157,192,3,91.27,73.19
376,157,184,2,143.28,89.94
377,157,9,3,149.02,104.72
378,158,159,1,59.83,42.2
379,158,167,2,168.72,106.43
380,159,161,3,20.18,13.67
381,160,164,1,63.78,47.14
382,160,95,1,16.32,11.96
383,160,116,2,158.09,106.14
384,160,145,1,203.01,131.91
385,161,156,3,127.24,93.79
386,161,20,2,121.89,84.35
387,161,61,1,59.46,36.2
388,162,26,1,16.35,11.58
389,162,183,1,145.43,101.27
390,162,108,2,52.37,37.89
391,163,109,1,133.74,106.32
392,163,90,2,178.35,108.48
393,164,104,3,190.95,143.36
394,164,28,1,91.93,60.97
395,165,132,1,147.5,101.25
396,165,116,3,156.64,106.14
397,165,97,2,173.79,116.93
398,165,70,3,152.4,120.36
399,166,7,3,96.64,69.57
400,166,71,2,107.85,82.25
401,166,198,2,46.53,32.05
402,167,145,3,195.59,131.91
403,167,6,2,53.9,34.02
404,167,74,3,129.84,81.2
405,168,154,2,191.25,126.15
406,168,36,1,118.17,79.28
407,168,4,2,107.76,81.48
408,169,3,3,107.46,74.75
409,170,140,1,195.47,129.26
410,170,50,1,54.32,35.74
411,171,46,1,158.7,100.02
412,171,185,3,46.09,32.97
413,171,12,1,176.18,109.39
414,172,124,2,180.54,144.38
415,172,147,3,141.57,97.51
416,172,197,3,184.32,140.68
417,173,101,3,36.37,22.64
418,173,170,3,89.42,64.04
419,174,46,1,151.84,100.02
420,175,91,3,144.74,93.37
421,175,57,3,103.82,70.84
422,175,37,3,52.31,35.51
423,176,124,3,191.69,144.38
424,176,92,2,98.08,77.95
425,177,34,3,109.95,79.17
426,177,60,2,185.42,126.61
427,177,113,2,32.4,25.07
428,177,103,3,162.79,108.21
429,178,113,2,31.95,25.07
430,178,160,3,17.75,10.37
431,178,57,1,106.4,70.84
432,178,97,2,171.96,116.93
433,179,155,1,42.63,32.92
434,179,174,3,16.19,12.75
435,179,175,1,193.68,121.35
436,180,78,2,39.43,29.69
437,180,132,1,139.48,101.25
438,180,165,3,35.73,22.71
439,180,35,3,207.06,134.5
440,181,174,1,15.49,12.75
441,181,185,2,45.98,32.97
442,181,179,2,20.11,15.16
443,182,133,3,22.14,14.86
444,182,5,3,160.83,100.15
445,182,67,3,121.34,75.27
446,182,6,1,57.09,34.02
447,183,163,3,102.13,73.71
448,183,183,2,137.78,101.27
449,184,179,3,19.31,15.16
450,184,76,1,167.38,135.49
451,184,27,1,138.79,105.43
452,184,110,2,124.52,101.04
453,185,74,1,123.33,81.2
454,185,78,3,39.32,29.69
455,185,108,1,52.08,37.89
456,186,6,3,55.78,34.02
457,187,85,2,94.56,70.95
458,187,79,2,179.85,130.42
459,187,127,2,65.11,51.54
460,188,137,2,126.3,90.4
461,189,75,2,76.61,49.93
462,189,67,2,118.16,75.27
463,189,56,3,53.91,34.02
464,189,25,2,127.36,83.31
465,190,55,3,41.37,29.01
466,190,122,3,110.3,83.6
467,190,72,2,144.93,101.18
468,191,94,1,166.49,112.96
469,192,119,3,116.03,88.33
470,192,161,1,21.46,13.67
471,192,63,3,155.85,100.15
472,193,8,2,182.88,115.23
473,193,140,3,193.96,129.26
474,194,89,1,129.66,84.44
475,194,26,2,16.1,11.58
476,194,195,1,123.59,99.85
477,194,154,3,206.5,126.15
478,195,5,3,166.19,100.15
479,196,182,2,144.67,98.39
480,197,105,1,201.29,129.08
481,197,113,3,32.29,25.07
482,197,23,2,67.09,54.47
483,197,20,1,121.48,84.35
484,198,121,3,94.79,71.86
485,198,64,2,73.22,46.44
486,198,125,2,70.88,51.74
487,198,43,2,34.99,21.22
488,199,63,3,155.9,100.15
489,199,119,3,121.13,88.33
490,199,159,1,63.34,42.2
491,200,15,1,146.61,91.19
492,200,58,1,67.01,46.42
493,201,47,1,21.11,15.34
494,202,143,2,92.9,62.6
495,202,7,1,94.75,69.57
496,203,165,3,33.22,22.71
497,203,35,3,199.13,134.5
498,203,167,2,167.48,106.43
499,204,88,1,187.14,131.18
500,205,122,1,111.29,83.6
501,205,197,3,184.47,140.68
502,205,97,1,174.77,116.93
503,205,138,3,186.35,129.88
504,206,29,1,120.81,71.2
505,206,52,1,96.76,63.08
506,206,197,2,184.61,140.68
507,207,144,3,155.84,111.99
508,207,64,3,77.19,46.44
509,207,167,3,166.84,106.43
510,207,158,1,77.29,59.05
511,208,43,2,34.18,21.22
512,208,31,2,135.13,83.6
513,208,59,2,63.08,43.13
514,209,56,1,57.95,34.02
515,209,24,3,26.1,17.21
516,209,179,3,20.28,15.16
517,210,56,3,53.93,34.02
518,211,172,2,30.27,19.24
519,212,176,1,107.76,64.94
520,212,90,3,177.48,108.48
521,212,106,3,30.48,22.48
522,212,38,1,121.64,93.56
523,213,17,2,73.09,53.91
524,214,71,2,102.53,82.25
525,214,160,2,16.37,10.37
526,214,200,1,33.44,20.9
527,215,169,3,61.11,47.45
528,215,50,3,53.4,35.74
529,215,85,1,92.86,70.95
530,216,191,3,149.82,104.56
531,217,139,2,183.19,139.93
532,217,31,1,135.3,83.6
533,217,177,1,162.62,103.96
534,218,43,2,35.22,21.22
535,218,51,3,158.02,106.79
536,218,47,2,21.45,15.34
537,218,182,3,147.5,98.39
538,219,171,1,17.09,10.82
539,219,62,1,175.89,146.41
540,220,42,3,18.13,12.49
541,221,133,2,22.04,14.86
542,221,189,2,191.35,148.54
543,222,9,1,150.77,104.72
544,223,68,1,177.48,125.85
545,223,189,1,193.56,148.54
546,224,33,1,88.77,54.09
547,224,51,1,152.06,106.79
548,224,91,3,150.09,93.37
549,225,75,2,70.65,49.93
550,226,123,2,52.8,35.71
551,226,106,2,31.2,22.48
552,226,117,1,67.71,45.88
553,226,86,1,180.58,123.9
554,227,35,1,206.99,134.5
555,227,66,2,51.0,31.62
556,227,185,1,48.02,32.97
557,227,87,1,18.67,14.99
558,228,31,1,133.26,83.6
559,228,107,1,97.25,77.18
560,229,48,1,56.04,38.53
561,229,57,2,105.92,70.84
562,229,127,3,66.42,51.54
563,230,123,1,54.57,35.71
564,231,131,3,88.28,61.16
565,231,120,3,93.34,61.08
566,231,4,3,111.35,81.48
567,231,14,1,100.95,72.48
568,232,121,2,95.28,71.86
569,232,38,3,115.96,93.56
570,233,72,2,150.74,101.18
571,233,171,3,18.26,10.82
572,233,81,3,130.41,86.79
573,234,189,1,205.65,148.54
574,234,44,3,85.13,63.28
575,235,32,3,170.05,133.46
576,235,156,1,120.78,93.79
577,236,38,2,115.18,93.56
578,236,143,3,91.68,62.6
579,236,19,1,168.65,111.12
580,237,118,3,82.24,61.04
581,237,101,2,37.41,22.64
582,238,68,2,188.76,125.85
583,239,3,2,111.36,74.75
584,240,74,1,122.13,81.2
585,240,18,2,146.6,88.92
586,241,101,3,34.95,22.64
587,242,49,2,36.1,21.68
588,242,182,3,144.53,98.39
589,242,181,1,125.3,80.59
590,243,85,1,90.74,70.95
591,243,78,3,41.01,29.69
592,243,44,1,89.08,63.28
593,243,115,1,74.23,49.07
594,244,77,1,17.05,13.43
595,244,134,3,52.31,41.21
596,244,9,2,149.59,104.72
597,244,47,2,21.0,15.34
598,245,195,3,123.76,99.85
599,245,185,1,48.99,32.97
600,246,114,2,128.08,86.45
601,246,179,3,18.96,15.16
602,247,131,2,89.3,61.16
603,247,168,1,184.08,119.45
604,247,50,3,50.41,35.74
605,247,170,3,85.06,64.04
606,248,195,2,125.93,99.85
607,248,70,1,153.78,120.36
608,249,49,1,35.76,21.68
609,250,108,3,56.34,37.89
610,250,116,3,153.87,106.14
611,250,169,2,58.2,47.45
612,251,63,1,147.64,100.15
613,251,29,3,115.59,71.2
614,251,136,3,104.38,72.51
615,252,154,3,209.19,126.15
616,253,104,1,180.04,143.36
617,253,68,1,181.79,125.85
618,253,70,1,150.09,120.36
619,254,180,2,101.79,63.91
620,254,161,2,19.93,13.67
621,254,173,1,56.21,45.71
622,254,83,2,126.07,86.66
623,255,85,3,92.93,70.95
624,255,52,2,104.94,63.08
625,255,94,1,156.31,112.96
626,256,44,3,82.15,63.28
627,256,102,3,194.27,124.89
628,256,5,1,165.1,100.15
629,256,66,2,51.96,31.62
630,257,89,1,131.59,84.44
631,257,138,1,173.06,129.88
632,258,182,3,145.72,98.39
633,258,162,2,180.56,120.24
634,259,21,3,75.19,61.53
635,259,122,2,110.1,83.6
636,259,15,2,147.95,91.19
637,259,52,3,104.37,63.08
638,260,193,2,164.4,115.01
639,260,99,2,139.3,86.57
640,261,106,3,32.34,22.48
641,261,74,3,127.65,81.2
642,261,70,2,156.32,120.36
643,261,73,1,25.96,17.91
644,262,180,2,99.88,63.91
645,263,118,2,80.63,61.04
646,263,12,1,177.89,109.39
647,263,69,1,111.82,71.32
648,263,103,2,165.94,108.21
649,264,176,1,105.64,64.94
650,264,22,3,141.35,110.28
651,264,67,2,117.44,75.27
652,264,113,2,30.77,25.07
653,265,2,3,83.5,59.03
654,265,44,2,84.46,63.28
655,265,79,3,179.08,130.42
656,266,91,1,151.03,93.37
657,266,188,2,114.38,76.86
658,266,36,3,117.84,79.28
659,267,163,2,99.61,73.71
660,267,112,1,209.71,122.82
661,267,21,1,79.44,61.53
662,268,22,2,140.51,110.28
663,269,143,1,93.15,62.6
664,270,146,3,173.37,127.34
665,271,165,1,35.07,22.71
666,272,152,1,33.85,23.9
667,272,31,1,134.37,83.6
668,272,38,2,119.27,93.56
669,272,169,3,60.81,47.45
670,273,53,2,120.15,81.81
671,273,51,3,150.21,106.79
672,274,139,2,192.79,139.93
673,274,161,1,20.51,13.67
674,274,175,3,193.74,121.35
675,274,170,3,88.4,64.04
676,275,44,3,83.83,63.28
677,275,1,1,188.14,119.35
678,276,172,3,32.7,19.24
679,276,33,2,86.21,54.09
680,276,120,1,96.74,61.08
681,276,142,1,121.35,86.47
682,277,151,3,200.06,151.73
683,277,156,3,117.04,93.79
684,277,195,1,131.85,99.85
685,277,26,1,16.15,11.58
686,278,56,1,53.14,34.02
687,278,64,3,72.25,46.44
688,278,178,1,97.15,68.08
689,278,28,1,91.53,60.97
690,279,25,1,123.37,83.31
691,279,137,1,131.93,90.4
692,280,116,1,159.69,106.14
693,281,60,1,193.37,126.61
694,281,178,2,100.26,68.08
695,282,180,2,107.94,63.91
696,282,85,1,91.16,70.95
697,282,99,2,130.12,86.57
698,283,83,3,126.62,86.66
699,284,107,1,103.04,77.18
700,284,50,1,52.54,35.74
701,284,60,2,194.5,126.61
702,284,166,2,153.6,114.79
703,285,173,1,58.68,45.71
704,285,43,1,34.66,21.22
705,286,185,3,47.27,32.97
706,286,111,1,51.03,39.46
707,286,158,1,72.94,59.05
708,287,79,1,186.02,130.42
709,287,17,3,69.97,53.91
710,287,121,3,90.43,71.86
711,287,179,3,19.99,15.16
712,288,2,2,82.32,59.03
713,288,128,1,162.69,120.44
714,288,52,3,106.02,63.08
715,289,24,3,25.7,17.21
716,289,127,3,67.12,51.54
717,289,75,1,75.6,49.93
718,289,98,3,149.64,117.86
719,290,163,3,94.08,73.71
720,290,181,2,123.04,80.59
721,290,23,1,65.66,54.47
722,291,44,1,82.19,63.28
723,291,75,2,72.98,49.93
724,292,141,3,29.37,21.26
725,292,86,2,170.68,123.9
726,292,39,1,65.72,50.98
727,292,59,2,61.71,43.13
728,293,42,1,17.63,12.49
729,293,134,3,52.69,41.21
730,293,84,2,103.4,73.94
731,293,113,2,30.7,25.07
732,294,174,3,15.99,12.75
733,294,67,3,125.56,75.27
734,294,100,3,176.53,130.28
735,294,46,1,152.97,100.02
736,295,129,2,155.96,107.37
737,295,140,3,187.45,129.26
738,295,89,2,141.12,84.44
739,296,117,2,71.94,45.88
740,297,91,1,150.42,93.37
741,297,75,3,71.36,49.93
742,297,87,1,18.1,14.99
743,298,142,3,122.18,86.47
744,298,191,1,151.64,104.56
745,298,171,1,17.86,10.82
746,299,105,3,196.81,129.08
747,300,47,2,20.3,15.34
748,300,148,1,134.27,99.97
749,300,113,3,31.23,25.07
750,301,167,3,166.42,106.43
751,302,7,3,97.29,69.57
752,303,175,3,195.42,121.35
753,303,158,3,72.21,59.05
754,303,149,1,95.04,75.89
755,304,23,2,67.65,54.47
756,304,108,3,54.79,37.89
757,304,154,1,196.94,126.15
758,304,163,3,98.91,73.71
759,305,51,2,150.12,106.79
760,306,51,3,145.84,106.79
761,306,75,3,70.81,49.93
762,307,65,3,17.91,13.59
763,307,141,2,31.53,21.26
764,307,121,2,95.8,71.86
765,308,108,3,54.63,37.89
766,308,14,3,97.65,72.48
767,308,51,2,151.87,106.79
768,308,175,2,198.28,121.35
769,309,52,2,105.64,63.08
770,309,192,1,92.4,73.19
771,309,86,1,180.16,123.9
772,310,62,2,175.79,146.41
773,310,198,1,47.75,32.05
774,311,164,2,64.15,47.14
775,311,106,3,30.32,22.48
776,311,200,2,32.39,20.9
777,311,182,2,137.95,98.39
778,312,90,3,172.36,108.48
779,312,46,1,154.74,100.02
780,312,160,3,17.01,10.37
781,312,104,3,191.19,143.36
782,313,79,3,182.28,130.42
783,314,159,2,58.98,42.2
784,314,92,3,96.52,77.95
785,315,181,1,121.53,80.59
786,315,161,3,20.0,13.67
787,315,123,2,53.04,35.71
788,316,192,1,95.62,73.19
789,317,186,3,75.92,51.84
790,318,51,1,150.38,106.79
791,318,79,1,172.31,130.42
792,319,200,3,34.47,20.9
793,319,62,3,175.44,146.41
794,319,160,2,17.66,10.37
795,320,99,2,128.98,86.57
796,320,189,2,188.13,148.54
797,320,5,2,157.34,100.15
798,320,63,2,154.64,100.15
799,321,57,1,106.91,70.84
800,321,150,3,43.63,34.1
801,321,182,2,139.35,98.39
802,321,22,1,153.81,110.28
803,322,73,1,25.53,17.91
804,322,200,3,34.21,20.9
805,322,146,3,166.37,127.34
806,322,61,3,58.49,36.2
807,323,183,1,148.18,101.27
808,323,40,2,22.37,17.1
809,323,167,3,166.61,106.43
810,324,140,2,182.19,129.26
811,324,116,2,156.74,106.14
812,324,173,3,56.96,45.71
813,325,172,2,31.43,19.24
814,325,192,3,93.08,73.19
815,326,4,2,109.82,81.48
816,326,7,2,95.68,69.57
817,326,68,2,181.07,125.85
818,326,58,1,71.74,46.42
819,327,16,2,75.21,57.59
820,328,93,2,146.66,114.94
821,328,16,3,76.67,57.59
822,329,199,3,172.0,138.04
823,330,68,3,189.64,125.85
824,331,156,1,117.58,93.79
825,332,20,3,113.36,84.35
826,332,51,1,158.31,106.79
827,333,106,1,32.21,22.48
828,333,185,3,49.83,32.97
829,333,147,1,142.01,97.51
830,333,156,1,124.54,93.79
831,334,28,1,89.66,60.97
832,335,59,2,61.79,43.13
833,335,117,2,71.66,45.88
834,336,182,1,138.11,98.39
835,336,130,3,54.16,34.4
836,337,66,1,49.31,31.62
837,337,153,1,91.77,62.87
838,337,31,2,128.32,83.6
839,338,59,3,58.26,43.13
840,338,149,2,92.95,75.89
841,338,175,3,203.87,121.35
842,338,159,1,63.46,42.2
843,339,121,1,94.83,71.86
844,339,25,1,132.1,83.31
845,340,177,2,173.04,103.96
846,340,130,3,54.01,34.4
847,340,6,2,57.2,34.02
848,341,163,1,95.48,73.71
849,341,36,3,110.04,79.28
850,342,129,1,160.31,107.37
851,343,125,2,68.59,51.74
852,343,41,2,62.01,48.49
853,344,113,3,32.36,25.07
854,345,143,1,95.65,62.6
855,345,63,2,144.76,100.15
856,345,100,2,188.41,130.28
857,345,186,1,75.9,51.84
858,346,181,3,123.22,80.59
859,347,148,3,140.37,99.97
860,347,193,1,159.98,115.01
861,348,8,2,191.62,115.23
862,349,32,1,166.75,133.46
863,350,50,2,50.85,35.74
864,350,137,1,121.85,90.4
865,351,137,1,125.35,90.4
866,351,106,1,31.17,22.48
867,352,112,2,208.88,122.82
868,353,160,3,16.87,10.37
869,353,155,3,42.23,32.92
870,354,14,3,96.44,72.48
871,354,71,1,99.88,82.25
